Review,Rating,document
"great hotel avenue hotela short walk station main tram line city.great buffet breakfast comfortable clean rooms make good choice short break.staff knowledgeable friendly helpful,",5,9541
"not worth money hotel coveniently located opposite hung hom train stations trains coming leaving chinese mainland, arrived train guangzhou immediately saw hotel train terminal, lobby, no indications pedestrians took risk walked windy fly-over taxi later enter shopping mall strange way entering hotel, booked junior suite harbour view just 200 usd night, seen small life, like just wall standard room heard standard rooms truly half size mini suite, not claustrophobic staying hotel, impossible stand bathroom persons.and harbour view saw construction works took away view harbour ridicoulous pay 30 usd night view, downstairs outside swimming pool joke nothing hong kong skyline seen advertised hotel website, housekeeping so-so did n't really noticed room cleaned sheets changed day stay, restaurants metropolis overpriced given mediocre quality food, unlucky seated windy lobby restaurant forced dinner coats on.the positive thing think convenient shuttle bus service kowloon center 20 minutes, rest avoid place,",2,16200
"clean comfortable great location hotel clean good condition reasonable price, location great short walk centraal station walking distance pretty like city centre, great experience, people mentioned rooms smaller issue people planning spend trip hotel room, rooms comfortable clean, overall great experience,",5,8647
"great hotel poor food/service decided overall average solely influenced hotel beautiful beaches, unfortunately food service sub-par times moment.when arrive hotel lobby absolutely gorgeous huge chandelier backed beautiful stained glass ceiling, decor specialty restaurants fun sync themes japanese italian, outdoor fountains landscaping leading pool beach area beautiful, rooms nice seating area mini-bar dual sinks bathroom, tiled floors decorative nice cool warm weather, unfortunately beds hard not avery comfortable, multiple occassions power 15 minutes day, slightly annoying happened showering dinner, overall did wonderful job keeping hotel remarkably clean inviting probably beautiful stayed in.the beaches stunning water crystal clear, breeze coming water awesome plenty palm trees providing shade needed, pool area nice ample lounge chairs, swim-up bar nice easy drink having far, pool seating areas water similar booths restaraunt went fast, main pool little crowded times water hot not refreshing, infinity pool really nice not nearly crowded warm, pathway leading riu hotels beach allowed use restaurants, guest resort guests riu resorts not use, used spa got massage, 60 overall massage relaxing slightly awkward, spoke no english no robes, cover normal vacation just flow.this leads service hotel, specifically fact staff speaks minimal english, read review stated n't americans disagree, frustrating guests heard comments, brought wrong food drinks b/c n't understand english-speaking guests, ask white wine red ask drink menu english mind totally different, evident staff relunctant wait non-spanish speaking guests did n't enthused help, maid service irritating, n't really knock attempt open door unlocking barging, addition maid come times day early 8:15am close 11:00pm drop towels, difficult plan expect room cleaned, come pool 4-5pm maid cleaning needing ready dinner, did n't matter tipped 3-4 daily no urgency really did n't leave special surprise apparently guest received, night heavy downpour rain balcony came pouring sliding doors b/c n't draining properly, twice desk ask towels soak water n't understand, finally maid showed clean up.lastly food, terrible, resorts cruises awful comparison, wait line just sign specialty restaurants booked quickly b/c seating limited, ate steak house japanese restaurants, steak dry did n't flavor, japanese restaurant good got sick eating, buffet lot food choices slim, salad bar does n't typical trimmings expect dressing watery bland, chicken beef did n't flavor dry, seafood n't fresh expect, look forward having dessert disappointed everytime, obviously frozen soggy dry, overall scale 1-10 following hotel 9service 6food 5the staff simply learn better english accomodate non-spanish speaking guests, vacation week servicing guests day, appreciate making food masses like eating bad wedding food 7 days straight,",4,19507
"luxury overlooking mediterranean just returned 4 night stay hotel arts, hotel beautiful rooms exquisite floors newly refurbished service best experienced, fairly large hotel staff anticipate needs, recommend junior suite oceanview, try newly refurbished room, astounded views picture windows, line amenities incredible comfort await, expensive worth,",5,4625
"stay damp dark cold expensive room, wholeheartedly implore people look amsterdam hotel nicer places stay, moment website booked gives incredibly unrealistic 3 stars booked recommendation friend imagine did not spend time botel, paid night 3 nights ended staying finding opportunity.the hotel terrible location way city industrial estate ferries crossing half hour hour city centre room freezing damp windows meant gale blowing outside blowing inside bathroom reminded toilet train not nice new trains attempted cancel room following morning reception staff unhelpful impolite booked website nothing simply not wait,",1,10446
"great value location stayed separate times week march flights burbank airport, hotel convienent airport 5 miles away local sights visiting hollywood area universal warner brother studios hollywood bowl la brea tar pits, breakfast free parking plus, bathroom cleaned bit better visit rest place good, visits manager left basket goodies cookies candy water bottles greatly appreciated long travels lots la traffic jams, faced freeway times did n't traffic noise intrusive, pool small not reason, visited hilton property street friends staying fancy/nice attractive pool scene considering mandatory parking no breakfast provided- holiday inn express better value site seeing not planning alot time hang hotel,",4,10989
"bad choice needs drastic improvements, thankfully stay 1 night, hotel extremely dated, apparently buit early 80s, looks like built 50s nothings changed, check desk area size closet, bed linens clean rest room grungy, mattress bed absolutely horrible, springs poking night, got absolutely zero sleep, complained hotel desk clerk checkout did not concerned told complaint card, not prepaid room afraid not getting money not knowing late evening certainly left just seeing check area, not recoomend hotel,",1,6316
"no riu bambu 11 just got 4 day stretch place, say service staff better cancun cosumel maybe little better jamica things wrong, room bad know people not stay room need good bed, comforters looked like 70 child, pushed regular beds bedding worn, drinks cheap real cheap, large pre-made containers, food better cancun not saying, famous carbie grill just ok best, stick buffets going eat, 2 got sick girl doctor twice times getting different kind shots diarohia past 4 days, wife kind rash broken different parts body, did love beaches best seen, going activities book guys beach not people hotel lobby negotiate beach guys, careful read promiseing tell want hear make sale generally getting form writting, like says 2 hr sunset cruise 2 hours tell 3 no control booking adventure charge, decide visit puna cana suggest riu palace punta cana 4.5 star instead bambu 3.5 star, went 2 different days hung, not suppose drink did not arm bands everytime ordered couple drinks dollar hand bar tenders jump chance dollar, tell no, make drinks order choices better liquiors, guys walking pool asking bring drinks, did site visit including looking room nicer bambu, not stay bambu try palace, say 20 people americans ready hear europeans, woman not wear tops beach 85 need, final advice american trust american reviews,",2,3689
"great value money stayed hotel 4 nights march 05 extremely pleased hearing not good reports, stayed 7th floor 8 recommend asking room high just hear traffic, breakfast plentiful goes 10.30 want lay, got airport bus catalonya square eur 6 taxi stops metro eur 1.15 person, none safes work rooms eur2 day box reception, want tourist hop-on hop-off bus stay recommend doing good booklet discounted vouchers, hotel warm clean staff helpful, plenty towels extra blankets soap hangers, definitely,",4,13880
"good hotel personal service stayed 5 nights hotel, residential neighborhood neighborhood pubs, walking distance green tube station near berkley sq, room included english breakfast, nice service diningroom, food so-so, buffet included limited fruit cereal pasteries, sit served 4 slices toast w/jam immediately, room small crowded american standards, king bed fake heavy fur comfortor, asked removed week took immediately, alot furniture small space, tiny closet, bathroom big marble nice, room hotel clean, night asked extra pillow returned room turn-down service 4 large feather pillows, linens lovely.the people desk quick greet helpful, asked chris check reservations leaving u.s. no problem request, happy, helpful directions, london just expensive right americans, loved gets stronger, comfortable hotel, not luxury hotel felt homey safe,",3,4836
"snazzy hotel great value money, stayed hotel break easter impressed, room good size equipt wardrobes good shopping, decor pretty cool feel staying hotel paid budget prices rooms, hotel immaculate room cleaned decent standard day, breakfast good thought selection extensive able stock food going afternoon, impressed breakfast served til noon meant sleep wanted, buffet neat constantly replenished, staff helpful mentioned day left willing open restaurant early breakfast flight morning, fact no bar restaurant no-fuss hotel facilities nearby really no need, road works ongoing time stay needs updating reviewer wrote temporary did n't effect stay, great hotel amazing city, highly recommended,",4,19890
"fabulous, just got back- july 17-21. days nights way short, really days enjoy-big mistake-needed, planning did not know nor heard it- random-so picked short trip thinking better leave wanting come ready leave second day disappointment, husband 43 took 19 year old college girls daughter best friend, teenagers miserable miserable thought play safe, far disappointment, stay week, depressed day ca n't explain, sun sets 7 p.m. arrived airport setting, awesome place, open air aeropuerta no problems, quaint welcoming, probably best airport experience international domestic, easy easy easy.the funjet host bus matthew great, actually new york spent time oklahoma informative differences cultures experienced, ride resort dark got truly amazing, lobby checkin beautiful staff awesome, hola olga, love, beach lit beautiful-even not night, knew right decision, caught progress..fun, way casino door dominicana- hey ramone, pit manager, small open air adventurous type, headed blackjack great time night 3 a.m. won lost won lost- played fun people, hello lindsay stephanie jersey girls, yes safe walk way room resort time night great peaceful romantic stroll, walked resort night lit not wait sun came day beauty time, did grounds pool beach, thought garden eden, no way explain.i comment negatives read provide tips, rooms- n't, smelled like ocean sea, gambled 3 a.m. bed 4 a.m. got 9 a.m.- breakfast beach pool dinner, day schedule, short, marble bathrooms tile floor fridge cold room temp, just right no ants did small lizard door, thankfully outside say dallas bugs, humidity- nothing bad expected reading reviews, worse mexico south padre island days dallas time year, rain- night minutes, clouds blew sea, beautiful, ran beach bar, poured rain, drink, listened merengue beach bartender ysidro played songs rain stopped, took nap palapa, does n't better, majority trip sun, went, beach barbeque blast, great food merengue dancing lots culture food-struggled little knew going, ate steak house used texas beef cut real moo'in steak bit disappointment expect, n't expect great spaghetti italy right, principle, rome ate japanese, tasty bet japanese critical, n't expect steaks texas, si, wild adventurous hat sneak taste weird looking fruit, surprise, good, natural food eat, grow profit live proud, try, beach bar serves great hot dog chips fries, share, water tell bus ride orientation funjet n't drink tap water, true- referring water hotel room, use bottled water fridge rinse brushing teeth- drink bottled water room aside water ice served hotel restaurants bars including beach bar casino filtered hotel, ordered drank days- slight problem probably food eating, n't real problem just frequent not did not slow, immodium just case, shopping-amazingly best prices shop resort, purchase liters dominican rum pounds dominican coffee 24, shocking, enjoying states worth trip, ca n't wait purchase, allowed 2 liters dark rum person 4 pounds coffee person not sure tobacco, no cuban cigars obviously ca n't bring usa illegal trade bring limits dominican tobacco, not buy white rum-151 proof, not allow plane period check-on bags search suitcase, flammable according airport personnel, stick dark rum, white rum like gasoline, beach flea market great time, bought things bargaining great not mention fun, price offer half, caribbean street path runs bavaro dominicana iberostar good deals, mosquitos- none, not bite got texas, took bug spray used, talkin late nights grounds early mornings, suggest taking n't let stories away.beach- beautiful paradise, white sand blue water palm trees, truly corona commercial- know talking, plenty chairs, yes topless girls, need theirs husband argue needed theirs, europeans, pool- beautiful night day does need paint job bridge really cares, read complaints not able chairs- did n't spend time pool, came beach relaxed pool fresh water swim-up bar socialiaze, problem getting chair 6 p.m. coming nap beach, really tried, mind live texas pool n't travel beach resort spend day pool, going pool need little early chairs, tips insulated mugs homework like did family loves, hero envy guests did not know, insulated drinking thermoses, bar lobby pool beach insulated mug drink, keeps colder small plastic cups served pool beach plus saves trips, mug pina colada beach forever getting hot, filled mugs walked beach flea market shopped mugs cold drinks time got, walkie-talkies- come handy, husband heading beach staying gathering things realizes forgot radio ask bring, saves lots time, thinking staying, stay bavaro suites benefits properties resort dominicana punta cana, restaurants shows pools casino, wish say excursions, heard read great, short time did not advantage year sure, stay, not regret, ca n't wait, thing hold year decide hunt kenny chesney st. crouix st. thomas, texans tennessians know talkin, help,",5,3597
"spent vacation barcelona, monte carlo place cap perfect trip, staff helpful polite, ask room 308 quiet deluxe moment step room, hard beat location, just doors fantastic restaurant attic recommendation friendly staff fabio desk.rk,",5,10828
"big resort wife just returned staying week serenis tropical suites, big resort lots european classify star, just little tired getting early chairs beach, food good service dinner excellent, trip dominican republic lots caribbean discover,",2,13030
"great place group 10 adults 6 kids ages 13 6. stayed 2 nights left lot shopping concierge kept safely delivered efficiently, facilities grade rooms appointed separate shower cabins tubs italian marble bath rooms excellent choice toiletteries, breakfast quite good read review went stay saying breakfast not good highly recommend hotel, lounge lively great place spend, location hotel fantastic, english staff not good fact 50 dont understand pepper, learnt mandarin words,",5,15625
"lacking cleanliness just returned trip old san juan stayed hotel, room comfortable maids not clean room, stayed night occasions housekeeping room supposedly cleaned, occasion husband sat corridor watch maid room taking fresh set towels car standing corridor went room, spent 15 minutes came went room, did not disinfectant glass cleaner clean classes hands, went left room, just taken soiled towels wiped face basin class shelf, not touched tub dirty not know cleaned cups glasses room.i went housekeeping called came examined room sent disinfecting solution clean tub asked better, having complain cleanliness room times not appreciate uniqueness hotel ruined stay, not eat hotel cost outrageous higher hawaii, breakfast eggs toast pieces fruits 30.00, example tasteless appetizers hotel cafÄ fruit cocktails 60.00,",2,2491
"excellent hotel not good location downtown terms amneties services hotel excellent including building professional staff, location downtown not good subway change twice airport convenient,",4,19118
"sirenis great look seeking nightlife sirenis cocotal nice resort, stayed 4 days 3 nights, ride airport little rough ride takes hour minutes, rooms nice maidservice great tipping no difference case quality service received, staff great make sure fransisco bar participate jordan merengue lessons, variety things day shuts fairly early, merengue lessons fun, inclusive package includes non-motorized watersports motorized ones available reasonable prices, variety night 10:00 days better, disco opens 11. disco ok write home closes 2. drinks disco not included bars close 12.make sure vendors beach haggle prices instead going shops resort, cases beach vendors able items 70 price requesting, photographers taking pictures day random places, make sure small downside resort food, think food catered european palate americans not food enjoyable, food ok opinion, things eat day did n't hungry items serve lot different way americans eat home, make sure n't drink tap water water provided resort room, ice ok purified water, restaurants make reservations, mexican night ok better buffet, looking r r great resort, looking happenin nightlife not resort,",4,13051
"lobby finished looks great, reading reviews mentioned state lobby construction nice arrive lobby completed nice impression stylish warm decor, stayed 2 nights mid-april hotel good location rooms nicely decorated boutique style comfortable bed flat screen tv internet nice bathroom new tub n't think replaced wrong, room fairly compact king size bed chair ottoman desk closet room comfort, nice job reno room 3rd floor no view lanai, stay upgrade higher floor view, did n't meet lenor terry helpful staff talked to.we missed breakfast 7:30-9:30 early day adjusting time change wanting early start pearl harbor day diamond head second day, enjoyed apples room day chocolates bed, convenient waikiki beach 1 block parking garage opposite direction minutes walk parking 8./day, stayed waikiki felt impressed beautiful beach walkways gardens ponds benches, stretch length beach stay return visit hawaii, busy fun interesting, trip spent kauai like explore oahu look forward return visit waikiki hotel renew,",4,19194
"great value price, hotel cute old world charm, renovated original architecture, not beat price hospitality, paid 80 bedroom w/ double beds kitchenette, not far walk bart neighborhood totally safe, clean, highly recommend definitely come,",5,17499
"nice time, stayed paridisus june 2001 honeymoon, time vacationing caribean did not room comparison, getting dominican kind hectic considering did connecting flight, admit smaller plane bumpy..not mention small, no problems departing leaving airport ride resort good experience, host entertaining, not impressed ambiance outside resort, approaching resort brought comfort, entrance lobby pretty, warning check line long, greeted nice tropical drink called paridisus, yes lobby far rooms, lazy like wait trolly, size resort not sound pleasant really not bad, resort pretty, pool opinion nice not mention big, thing n't crazy food fact water not drinkable n't bottled, tried best serving bottled water afraid thought tap water used make food beverages, thought nightly entertainment fun, husband participated activities, definately recommend resort mid june, heard not good things months june definately good, hope guys experience good time did, lumi,",4,2859
"great location great place great staff recently returned trip san francisco 9/16 9/21, traveled close friend stayed castle inn, got bargain airfare wanted reasonably priced hotel, wanted spend money tours food, castle inn perfect, clean, safe, great area not tourists, reasonably priced no complaints what-so-ever, gentleman 3 young boys, concerned hearing noise, did, staff just wonderful, receptionist owner desk not gracious helpful, provided useful information wanted share sites san francisco wonderful, pretty special lady.and reading place polk wonderful breakfast, just nice little neighborhood addition wonderful breakfast great people waiting, perfect start long days,",5,1898
"great experience originally went reservation bit wary past reviews hotel, stay quite enjoyable, low rate room comfortable, used high quality bath products air conditioner fantastic, location block away bus stop ride downtown seattle, points improvement tv channel selection quite limited breakfast mediocre best, espresso shop just block, overall pleased value definitely stay,",4,485
"great hotel, stayed hotel albe july 14th 20th, fantastic location staff amazing rooms clean, hotel right metro rer not asked better experience,",4,5679
"modern clean good service enjoyed night stay new hilton, service excellent staff, pay extra breakfast worth, great pancakes, lovely quiet modern rooms no view river tower bridge,",5,19591
"mediocre best arrived obnoxious drinking crowd bar whispers ans whilst pool jacuzzi forgetting bathing suit tightly wrapped large towel security beach, realize northern ca lay prude victoreanism, reporting security san francisco police authorities joke, lighen ya.thanks hospitality,",2,7562
"nice paris hotel wonderful location wife stayed 5 nights le walt january 2007. booked room based information multiple sources including tripadvisor, say previous reviews hotel spot photos accurately depict hotel environs.positives:1. location great, 7e quiet residential location terrific metro access paris, ecole militaire metro stop literally 10 yards left door visitor central paris 20 minutes, multi-day fare card terrific bargain.2, numerous bistros rue cler street market wonderful light morning breakfast afternoon coffee, did not partake hotel breakfast not comment.3, staff friendly appropriately helpful cab departure cdg arranged night time.4, deluxe 4th floor room estimated 200-250 square feet good sized europe rear hotel overlooking garden, room quiet, did hear construction noise adjacent building mornings hotel control, metro rumble faint not terribly bothersome previous posts, absolutely no noise adjacent rooms hall.5, king size bed comfortable best, linens excellent.6, bathroom size adequate updated towel warmers nice toiletries, towels comfortable.7, communication staff not difficult readily spoke english, email communication prior visit timely helpful.neutal/negatives:1. hotel decor contemporary n't expect country french antique-laden experience looking type environment search elsewhere.2, business traveler lack in-room internet access negative.3, closets small side.4, did n't room service not sure visiting paris want, menu looked little bare bones.5, looking night life book 5e 6e.overall nice property not 5 star definitely average, time visitors really good hotel, trip want try different little french happy stay le walt recommend hesitation,",4,14536
"great hotel stayed 4 nights january loved, got great rate 156aud night booking advance hotels website.we arrived early room not ready given complimentary drinks cleaned, corner room large, modern spotlessly clean housekeeping, bathroom beautiful imacculately clean stocked red earth toiletries.the gym equipped, did n't eat hotel restaurant busy, staff friendly helpful, nothing trouble especially concierge say nicest come across.location fantastastic, just short stroll darling harbour chinatown cbd paddys market, definately making crowne plaza preferred hotel staying sydney,",5,12359
"secrets excellance romance endless secrets feb. 15 22nd, greeted w/mimosas cool washclothes wash away travel grit welcomed elegant new world week, upgraded excellance club, ocean/pool view room 10102. sun rose balcony view spectacular, staff goes way assist warm greeting gardeners, secrets not party resort, relaxing no crowds no reservations required restaurant longest wait time 15 minutes, bar 1 minute walk refreshment relax, lobby breathtaking, spent moments relaxing listening jazz early evening dinner, water rough resort walk right 1/2 mile come log water seas calm beautiful swim, did day, weather 77 80 partly cloudy, dark clouds come gone w/in 15 minutes, rained happened night, bartender bucks appreciated remember drinking, amenties excellance club great, absolute vodka johnny walker scotch room, club served line liquors bountiful continental bfast chose, afternoon appetizers plentiful, balcony club great place enjoy late afternoon cocktail overlooking pool ocean, 2 computers internet access available, sports bar great area able catch uconn basketball game, beaten path not marked seek, recommended staff signage access easier, overall resort meticulously clean pleasant staff romantic quiet place chill just enjoy other.we definetly return doubt, diane david connecticut,",5,7089
"good hotel quarter good hotel quarter, fairly quiet quarter block bourbon st. block canal st. quarter shopping sections canal riverwalk streetcar easy walk, staff fine unobtrusive, suites nicely furnished small trifle dark, no views speak rooms, included buffet breakfast pleasant excellent abundant food hot cold pleasant dining area, good property central business district quarter, charge 200/night not good deal bested properties,",4,6342
"excellent value booked hrs free welcome drink newspaper hotel near blvd montparnasse represents excellent value upgraded deluxe room spotless clean spacious, average choice breakfast considering 17 euros friendly helpful efficient reception breakfast staff, located 2 minutes nearby metro station restaurants nearby, la coupole 5 minutes walk away, stay,",4,8403
"just okay hotel conveniently located definitely run, heavy rennovation hotel n't pretty right think make huge difference n't bothered noise heard guests discussing possible wait stay work crowne plaza right street looks just nice, asked non smoking room ended non smoking wing hike lobby, especially bothersome elevator non smoking wing not working, great location nice chocolates reception friendly people, look forward returning pretty rooms hallways,",3,8880
"great value money enjoyed 5 night stay travelodge.. room clean regularly serviced, staff friendly helpful.the fault single bed slept wheels occasionally banged wall night.the location good central sydney buffet breakfast tasty little overpriced 17.we stay again..,",4,12253
"super pool super room super view read reviews requested suite near sunset pool, got suite fourth floor near elevator 40 steps away pool, balcony view city lights, suite perfectly clean carpet furnishings bar area smelled clean, bathroom small pristine wash basin room, bed comfortable, pillows good, sunset pool small clean heated whirlpool lots lounge chairs, pools walking distance away, parking tight place built hill, minutes scottsdale cornicopia restaurants, rooms quiet peaceful day night, paid 99 night happy money,",4,13729
"wonderful wonderful wonderful just returned yesterday girls weekend nyc, stayed affinia 50 recommendation husband stayed business, ca n't stop raving aspect hotel, check-in quick easy, room absolutely perfect, reviews beds true, comfortable bed home, heard sound neighboring rooms knew occupied, bath products fabulous wrong aveda, staff ready smile face extremely helpful questions, ca n't wait come,",5,17567
"excellent service lovely accomadation just returned 7 day stay sesari bali honeymoon.i bemused went slipped ranks prior going room reports excellent generally, occasionally quite damming.one thing kept seeing mentioned poor condition road leading saying taxi everytime bad rubbish walked daily wife variuos levels intoxication no not best like numerous similar roads uk.the pavements seminyak high street lack problem bali cheap chips unless seafront hotels generally meal wine course, food generally brilliant go.one recommendation sesari booking isask odd numbered room switched villa 12 lacked sun glad did, n't wrong rooms immaculate odd ones sun opposite site.the staff come morning cook brakfast make room come remake spray evening excellent hang ask tips, partners birthday gave bottle wine staff n't met know names birthday.some rooms refitted whislt maybe explains previous comments overall struggle fault stay say competition high similar properties review making final choice,",5,20171
"business, stayed lenox nights halloween, great boston option, superior room double beds really comfortable, impeccably clean pleasure stay, service receive reception concierge housekeeping great really friendly helpful staff, think people lenox long way bump hotel average excellent location wise really convenient shopping options newbury street marshalls/filenes basement various malls saks barneys, walked short distance park sights freedom trail, people gym high list priorities mention gym really small stuffy unappealling.also no tea/coffee making facilities rooms tea/coffee available lobby morning,",5,1368
"glorious stunning hotel stayed hotel december 2007 girlfriend fiance, chose hotel particulary propose barcelona ensure weekend style not dissappointed, room immaculate hotel staff n't helpful, great swimming pool merges pool terrace outside, 10 minutes drive taxi le rambles centre town want centre n't chose hotel saying return stay outstanding hotel barcelona breath-taking views room, not really hotel bring children left home great romantic breaks lovers peace tranquility,",5,12962
"lovely boutique hotel middle new york hustle great service nice extra touches wine cheese evening, enjoyed books lounge, handy access, convenient location, nice small rooms.as mentioned rooms really quite small 2 baths quite shallow not cheap.but positives definately outweight negatives really nice stay stay,",4,7712
"ok place stay say reviews max pretty target, location hotel funky rehabbed older property downtown seattle short walk places downtown good hike connect buses, convention center nearby not nearby, you__Ç_éêl soggy going forth, parking pricey, general property website portrayals accurate, boutique hotel meaning small prides its__Ç cool dÄcor artwork, lobby hip cool 80__Ç_é_ dance music speaker brings smile everyone__Ç_é_ face, can__Ç_é_ help boogie friendly desk clerks waiting elevator, services hotel minimal don__Ç_é_ expect offerings hotels rate.rooms pictures reviewers accurately portray room, bed overall good level famous westin marriott beds, mattress room new firm pillow, don__Ç_é_ lot luggage, rooms equipped rooms best single travelers, no closets, small armoires, drawer person socks underwear like.check check process easy making reservation clerks didn__Ç_é_ bat eye assigning king room men, respected like plus desk clerks managers hotels refuse honor reservation try steer room queen beds ironic, problems started lot little things, assigned room usually reserved special needs guests, no problem fact no bath tub, bathroom large shower happened toilet sink, allows easy wheelchair access, run shower water goes curtain floor, leaked room, days learned roll damp towels create dam shower, towel bar sagging fall, addition housekeeping hard time remembering restock soaps times robes times small housekeeping items room, staff politely took care things address similar issues daily, exhaust fan noisy not befitting hotel price star rating, issues took repeated requests.the temperature control room simple window air unit, unit noisy not befitting hotel price star rating, rains rain roof runoff pounds metal housing, result sound water torture night, wound opening window 9th floor straddling windowsill order throw hand towel air conditioner, got rid noise got killed, ha, worst thing wake service not working, did set alarm complicated didn__Ç_é_, result missed meeting, advice bring clock, addressed manager duty promised care don__Ç_é_ recall explanation apology notification problem fixed not, took chances couple days later worked, busniess center business center used children needed extensive myspace fixes im sessions, desk desk clerks great, quick conversation smile, courteous helpful, hotels like staff reek attitude staff max welcoming approachable.breakfast attached restaurant popular place, asian restaurant offers breakfast offerings basic breakfast food eggs hash browns foo-foo names high prices, breads pastries greasy comparable items filling station, fruit promised menu simply aged brown garnish left night, coffee fantastic kept coming breakfast times, glutton punishment, not coffee lover avoid place costs breakfast, final verdict stripping away pretty fa__ade friendly service minimum service hotel, compare motels block avenue inn 8th avenue inn travelodge half price, place simply place sleep worth standard 89-109 dollars charged properties similar services quality, paid 150 night considering ups downs place felt bit violated high price, stay try better rate online try negotiate reservations agent.conclusion ok stay, safe clean place stay did appreciate feeling welcomed same-gender couple, know city better places level service comfort lower prices, despite welcoming staff cool dÄcor upgrade service cut price and/or improvement rooms consider max again.stayed march 19-25 room 914,",2,443
"friendly clean hotel stayed castle inn 2 nights sept 2005 trip, motel spacious clean secure free parking reception staff not help, located visits union square/fisherman wharf area just golden gate bridge balcony/walkway outside room, recommend,",4,1883
"calla lily hotel diva great place daugther explore san francisco, goal trip expand daugther art cultural horizons, staff hotel diva trip, david concierge quickly taught parallel park not green jeep commander rental car try busy geary, sorry san francico rental car left, morning cheerfully patiently given great guidance explore fun city, plane ready asked daughter calla lily drying, intended use dried calla lily create gift son future bride calla lily chosen wedding flower, said drying newspapers realized threw trash, picked special lily bonita point lighhouse attempts veturing big green commander marin headlands look golden gate bridge, called diva plane spoke assistant manager combed trash room, weeks later received tact dried calla lily carefully secured long trip east, daughter used create beautiful picture son new wife commemorate wedding day, san francisco kind helpful, return diva heart beat, latino restaurant door wonderful, used lounges alot, nice provided printer, thanks providing memorable time sf,",5,869
"excellence excellent just retruned delightful 7 days excellence resort punta cana dominican republic, entertainment staff day fun day especially elisa cesar santo,",5,6852
"awesome gorgeous, loved art deco decor, staff helpful, breakfast fantastic, n't happier larger bathroom, ca n't wait return definitely list,",5,1688
"great hotel perfect location meurice beautiful classic parisian hotel, booked adjoining rooms, huge larger room 70sqm decorated equipped view tuileries garden, service attentive breakfast excellent, bad point slept night, definitely,",5,4282
"aviatic great loved staying aviatic, location terrific friendly clean hotel, wife wallet stolen purse musee d'orsay quick action alberto desk aviatic hotel able turned museum able small cash, midst transportation strike, stay aviatic,",5,5097
"great location hotel placed room 43 room magnificent view eiffel tower, rue cler fantastic road lunch, hotel room superior clean larger expected quiet, staff friendly area safe walk night, chance afford head bobino night make weekend, great, booking hotel,",4,8907
"fantastic location jolly carlton excellent base 4 night stay, 6th floor non-smoking room balcony overlooking vijzelstraat, room small comfortable clean serviced day, adequate storage hanging space bathroom shower spotlessly clean lovely towels array toiletries provided, coffee/tea tray provided course mini bar despite not opening presented checking courteously rectified, buffet breakfast superb especially fresh fruit tray, entrance hotel just couple minutes walk tram stop 4 routes distance main shopping areas road street internet cafe tuchinski theatre cinema, despite having purchased strippenkart walked places central location hotel,",4,8612
"just lovely stayed sofitel 18-oct 23-oct. honeymoon executive suite just lovely, great time agree atmosphere totally relaxing location perfect, ate gaby restaurent food great cocktails bar nice loved new york come stay sofitel hope year recommended friends.thank x,",5,5877
"nightmare flee place 6 hours absolute nightmare, rude horrendous interaction ca n't possibly service hotel staff, no wi-fi available abbreviated stay check hotel 6 hours checking no knew cared wi-fi available guests, desk suggested business work paid public kiosk checking-in area, checking incredibly grateful able room hotel hour notice middle holiday season 3-some checking evening 2 young men young woman room, young men went street attend parking noted 3 hours, fled hotel relief, urge know seek alternative accommodation, not business travelers families expecting value dollar courteous helpful service,",1,17840
"great view breakfast not worth 5 stars upper rooms excellent view city, ask corner room, not central amsterdam quite close pijp area hotel located quite hip recent years bars restaurant shops.room decent, normal size clean, use re-decoration, japanese, upper level 23rd floor restaurant michelin star japanese food did n't eat,",3,9036
"absolutly hated, booked 3 person room 4 nights, room 2 cups 2 plates 2 towels, chocolates paid delivered, checkin quoted 220 night including breakfast, checkout charged 230 night pls 19.00 breakfast day, managment firm said wrong eventhough wrtiting overcharged 310.00, rooms dated lift working wait long time time, noisy function room til late rooms not sound proof, air not cold nor hot just blew air, no air port shuttle weekend n't staff, poor quality, recommend not stay there.wayne,",1,12362
"small quiet inn heart condado looking quite inn just walk away beach fine dining coral princess inn, san juan old san juan crazy lot traffic congestion, coral princess inn heart condado quite nice little court yard pool, staff friendly mailed phone charger states left,",4,13149
"good bargain hotel great little neighborhood seattle city center space needle key arena 5 minutes downtown, free shuttle materialized promised location near monorail seattle excellent bus, not luxurious definition lovely old building clean quiet rooms kitchenettes like extended stay hotel, staff courteous helpful, parking 10/night onstreet parking free weekends plentiful no events going arena, recommend inn looking safe central location bargain price,",3,105
"wonderful stay stayed hotel feb 11- 18. really nice, room king bed quite spacious, bathroom lovely black marble tiled, shower great pressure blew away, room cleaned no matter left 8pm come, minibar free restocked everyday 3 juices 2 beers 2 non alcoholic beers 2 water 2 distill water 2 coke 2 diet coke 2 fanta not bad, price bit worth, got great rates valentines shop, location great not far las ramblas sites, 1 block main road gracia quiet hate stay las ramblas mad, lots restaurants bars think largest cheapest burberry store seen, said highly recommend hotel location cleanliness quietness free minibar great staff cater need n't understand english minor,",5,8249
"perfect location good value hotel great location, rooms clean comfortable not big americans used people, staff nice room faced busy street windows n't hear thing, definitely stay staying,",4,8603
